user_id,age,gender,country,postal_code,traffic_source
63333,19,F,Japan,459-8001,Search
15115,40,M,Japan,470-2102,Search
39058,36,F,Japan,470-2102,Organic
28628,55,M,Japan,470-2103,Search
40978,58,F,Japan,470-2103,Organic
89200,40,M,Japan,458-0801,Search
40013,39,F,Japan,458-0801,Email
686,36,M,Japan,474-0011,Facebook
77394,59,F,Japan,485-0802,Search
61057,39,M,Japan,448-0813,Search
47337,66,F,Japan,448-0813,Search
9541,66,M,Japan,448-0813,Organic
67604,64,F,Japan,470-1101,Search
98797,51,F,Japan,448-0007,Search
35298,28,M,Japan,448-0007,Organic
59355,47,F,Japan,448-0007,Organic
38782,24,M,Japan,470-0162,Search
93277,18,M,Japan,480-1103,Search
51100,23,M,Japan,480-1103,Search
20858,55,M,Japan,470-0151,Search
56476,55,F,Japan,470-0151,Search
28253,64,M,Japan,470-0224,Search
64529,29,M,Japan,470-0111,Search
74879,37,F,Japan,446-0001,Search
81240,39,F,Japan,441-8074,Search
56504,66,F,Japan,441-8074,Display
51568,44,M,Japan,441-8077,Search
94407,41,F,Japan,010-0201,Organic
80785,59,F,Japan,010-0201,Search
72295,29,F,United States,36608,Organic
52224,40,F,United States,36608,Search
87944,33,F,United States,36608,Search
19131,13,M,United States,36695,Search
31256,22,M,United States,36695,Facebook
41059,29,F,United States,36695,Search
66568,43,M,United States,36695,Search
67047,59,M,United States,36695,Organic
14842,29,M,United States,36695,Search
95314,49,F,United States,36695,Search
96751,52,F,United States,36582,Organic
84069,23,F,United States,36582,Search
61533,33,F,United States,36582,Search
2087,30,M,United States,36582,Facebook
99209,48,F,United States,36582,Search
85971,32,F,United States,36582,Facebook
86092,31,M,United States,36609,Search
56348,38,M,United States,36609,Search
32376,56,M,United States,36609,Organic
39683,66,M,United States,36605,Search
6471,60,F,United States,36605,Search
89857,12,F,United States,36605,Search
5829,18,M,United States,36532,Search
88224,55,M,United States,36532,Search
88223,63,M,United States,36532,Search
95787,20,M,United States,36532,Organic
94890,51,F,United States,36526,Search
85017,12,F,United States,36526,Search
82721,37,M,United States,36526,Search
28403,59,F,United States,36535,Search
82626,27,F,United States,36535,Search
25942,49,F,United States,36535,Organic
56827,24,F,United States,36535,Facebook
82411,54,F,United States,36535,Search
81380,22,F,United States,35630,Search
26850,55,M,United States,35630,Organic
51915,38,F,United States,35630,Organic
23017,28,M,United States,35630,Search
7320,12,M,United States,35401,Email
97646,16,M,United States,35401,Search
30339,69,M,United States,35401,Search
27551,65,M,United States,35405,Search
65828,65,F,United States,35405,Search
17142,55,M,United States,35405,Search
49360,50,F,United States,35405,Search
3901,21,F,United States,35405,Search
12036,68,M,United States,35404,Search
61905,36,M,United States,35404,Search
87291,56,M,United States,35023,Email
36855,32,F,United States,35023,Facebook
64152,62,F,United States,35611,Search
4669,61,M,United States,35611,Organic
67255,68,F,United States,35611,Search
86093,22,F,United States,35611,Search
98926,39,M,United States,35601,Search
35162,36,F,United States,35601,Facebook
1940,43,F,United States,35601,Search
30891,27,F,United States,35603,Search
60726,16,M,United States,35603,Organic
82820,41,M,United States,35020,Facebook
47962,22,M,United States,35640,Search
91355,60,F,United States,35640,Organic
254,47,M,United States,35640,Search
17593,43,F,United States,35211,Search
98834,26,F,United States,35211,Search
3672,44,F,United States,35211,Search
79753,34,F,United States,35211,Search
36241,53,M,United States,35226,Search
2028,19,F,United States,35226,Organic
73133,58,M,United States,35244,Display
96905,34,F,United States,35209,Organic
18351,56,M,United States,35007,Search
5657,28,F,United States,35007,Search
87778,25,F,United States,35007,Organic
96415,51,M,United States,35007,Search
36359,12,M,United States,35007,Search
38221,59,F,United States,35007,Organic
3539,22,M,United States,35007,Email
29341,17,F,United States,35216,Search
72059,34,M,United States,35216,Facebook
12037,66,M,United States,35216,Search
29861,64,M,United States,35124,Search
16294,66,M,United States,35124,Search
33496,14,F,United States,35749,Display
97035,37,M,United States,35749,Search
44474,44,F,United States,35749,Facebook
66227,58,M,United States,35749,Search
50986,55,F,United States,35758,Search
98981,63,F,United States,35758,Search
66456,35,M,United States,35758,Search
99832,70,F,United States,35758,Organic
94969,13,M,United States,35758,Email
92447,53,M,United States,35758,Search
68973,69,F,United States,35758,Search
45409,36,F,United States,35758,Search
15807,31,F,United States,35758,Search
95393,41,M,United States,35215,Email
88009,16,F,United States,35215,Search
36024,24,F,United States,35215,Search
60716,29,F,United States,35215,Search
10130,44,F,United States,35215,Search
50157,44,F,United States,35215,Organic
91382,49,F,United States,35215,Organic
26656,18,F,United States,35242,Search
79524,18,M,United States,35242,Search
59003,16,M,United States,35242,Search
99318,24,F,United States,35242,Organic
30981,28,F,United States,35242,Search
88992,19,M,United States,35242,Search
53917,14,M,United States,35242,Search
66950,41,M,United States,35242,Search
78404,26,M,United States,35805,Search
1067,48,F,United States,35805,Organic
40879,25,F,United States,35805,Search
93684,51,M,United States,35805,Search
94881,31,M,United States,35805,Search
65642,53,M,United States,35810,Search
6824,14,F,United States,35810,Email
42355,39,F,United States,35810,Search
11459,67,F,United States,36067,Organic
42893,21,M,United States,36067,Organic
17699,67,F,United States,35173,Search
29536,55,M,United States,35173,Search
18090,22,M,United States,35802,Organic
13283,14,F,United States,35802,Search
19626,41,M,United States,35802,Search
44775,59,F,United States,35802,Search
28493,24,M,United States,35802,Organic
71890,12,M,United States,35801,Search
95093,35,M,United States,35801,Search
86964,52,F,United States,35801,Search
5182,63,F,United States,35801,Search
3972,47,M,United States,35803,Search
40132,19,M,United States,35803,Search
59870,52,F,United States,35803,Search
69064,13,F,United States,35803,Facebook
23707,46,M,United States,35803,Search
65552,46,F,United States,35811,Search
97979,47,M,United States,35811,Search
20153,22,F,United States,35811,Organic
12449,24,F,United States,36109,Organic
30416,18,M,United States,36109,Organic
23504,24,F,United States,36116,Email
49656,66,F,United States,36116,Search
22651,54,M,United States,36116,Facebook
21407,36,F,United States,36116,Search
7916,70,M,United States,36116,Search
1009,20,M,United States,36116,Search
21335,24,M,United States,36117,Organic
28443,24,F,United States,36117,Search
1176,24,F,United States,36117,Search
74,40,M,United States,36117,Search
47657,53,F,United States,35160,Email
20949,40,F,United States,35160,Search
55186,59,F,United States,36330,Search
26332,33,F,United States,36330,Search
45700,17,M,United States,36330,Search
72581,43,F,United States,36832,Search
37240,38,F,United States,36830,Search
90075,69,F,United States,36830,Organic
52949,31,M,United States,36830,Organic
37592,24,F,United States,36830,Search
54765,58,F,United States,36830,Search
53444,47,M,United States,36301,Search
54145,70,M,United States,36301,Search
44768,29,M,United States,36301,Search
26044,43,F,United States,36301,Search
72493,32,F,United States,36801,Search
25303,16,F,United States,36801,Search
30925,26,M,United States,36303,Organic
89143,33,M,United States,36303,Search
3720,67,F,United States,36303,Facebook
56016,21,M,Brasil,57480-000,Search
45132,42,M,Brasil,57480-000,Organic
10548,29,M,Brasil,57480-000,Organic
96228,24,M,Brasil,57480-000,Organic
44559,67,M,Brasil,57480-000,Search
34639,27,M,Brasil,57480-000,Organic
19737,48,M,Brasil,57480-000,Search
75891,34,M,Brasil,57445-000,Organic
76427,70,M,Brasil,57445-000,Display
58286,64,M,Brasil,57445-000,Search
94308,55,F,Brasil,57445-000,Search
66770,25,M,Brasil,57500-000,Email
39831,19,M,Brasil,57500-000,Organic
85251,12,M,Brasil,57500-000,Search
691,62,M,Brasil,57500-000,Search
37055,45,F,Brasil,57500-000,Search
50838,18,F,Brasil,57500-000,Email
39248,64,M,Brasil,57500-000,Search
67116,36,M,Brasil,57500-000,Organic
82514,68,F,Brasil,57500-000,Organic
12002,64,M,Brasil,57500-000,Search
77534,68,M,Brasil,57500-000,Organic
17702,68,M,Brasil,57500-000,Display
48464,14,F,Brasil,57500-000,Search
73789,26,M,Brasil,57360-000,Facebook
62613,17,M,Brasil,57360-000,Search
34654,59,F,Brasil,57360-000,Search
11379,51,F,Brasil,57360-000,Search
30211,56,M,Brasil,57200-000,Search
76730,65,M,Brasil,57200-000,Search
45355,19,F,Brasil,57200-000,Search
19184,33,F,Brasil,57200-000,Search
85792,33,F,Brasil,57200-000,Search
21516,55,M,Brasil,57200-000,Search
99959,45,M,Brasil,57200-000,Search
69208,70,F,Brasil,57200-000,Search
47694,38,M,Brasil,57200-000,Facebook
56500,59,F,Brasil,57200-000,Search
25532,50,M,Brasil,57200-000,Organic
28251,69,M,Brasil,57200-000,Search
11061,15,M,Brasil,57200-000,Search
12101,68,M,Brasil,57200-000,Search
33609,48,M,Brasil,57200-000,Organic
68293,63,F,Brasil,57265-000,Email
32031,51,M,Brasil,57265-000,Search
8406,62,M,Brasil,57265-000,Search
81832,21,M,Brasil,57265-000,Organic
14523,12,M,Brasil,57265-000,Organic
13172,54,M,Brasil,57250-000,Search
88735,30,F,Brasil,57250-000,Search
72962,62,M,Brasil,57250-000,Organic
84608,61,M,Brasil,57250-000,Search
35438,45,M,Brasil,57250-000,Organic
63052,56,F,Brasil,57250-000,Search
54736,53,M,Brasil,57250-000,Search
59970,45,F,Brasil,57230-000,Search
14254,13,M,Brasil,57230-000,Search
69936,51,M,Brasil,57230-000,Facebook
474,56,F,Brasil,57230-000,Facebook
96010,20,M,Brasil,57230-000,Search
82704,45,M,Brasil,57230-000,Search
57694,35,F,Brasil,57240-000,Search
12177,23,F,Brasil,57240-000,Organic
42257,46,M,Brasil,57240-000,Search
86118,15,F,Brasil,57240-000,Organic
30420,48,M,Brasil,57240-000,Search
24697,40,F,Brasil,57240-000,Search
32146,46,M,Brasil,57240-000,Organic
35167,52,M,Brasil,57240-000,Search
48434,27,F,Brasil,57240-000,Search
85816,41,M,Brasil,57240-000,Search
93337,67,M,Brasil,57240-000,Search
99594,24,F,Brasil,57240-000,Search
31992,24,F,Brasil,57240-000,Search
55946,22,M,Brasil,57240-000,Search
63318,65,M,Brasil,57240-000,Search
49722,64,M,Brasil,57240-000,Organic
70814,50,F,Brasil,57240-000,Search
68665,54,M,Brasil,57690-000,Email
71286,57,F,Brasil,57690-000,Search
4430,55,F,Brasil,57690-000,Display
48143,67,M,Brasil,57690-000,Facebook
47012,51,M,Brasil,57690-000,Email
15068,64,F,Brasil,57690-000,Facebook
84592,66,F,Brasil,57690-000,Search
51716,52,M,Brasil,57150-000,Search
10269,23,M,Brasil,57150-000,Facebook
13064,68,F,Brasil,57150-000,Organic
677,56,F,Brasil,57150-000,Search
24813,55,F,Brasil,57150-000,Search
75535,36,M,Brasil,57150-000,Organic
92507,17,F,Brasil,57150-000,Search
43369,62,F,Brasil,57150-000,Search
98370,17,M,Brasil,57150-000,Search
28255,33,F,Brasil,57150-000,Search
73502,21,M,Brasil,57150-000,Email
6636,35,M,Brasil,57800-000,Search
53343,65,M,Brasil,57800-000,Search
66800,30,M,Brasil,57800-000,Email
28243,70,M,Brasil,57800-000,Facebook
32313,68,F,Brasil,57800-000,Search
41614,21,M,Brasil,57800-000,Search
53093,50,M,Brasil,57800-000,Facebook
52958,49,F,Brasil,57800-000,Organic
61051,59,M,Brasil,57800-000,Search
54179,64,F,Brasil,57800-000,Facebook
80511,36,M,Brasil,57160-000,Organic
83605,46,M,Brasil,57160-000,Email
98308,49,M,Brasil,57160-000,Search
25463,58,F,Brasil,57160-000,Search
75762,18,F,Brasil,57160-000,Facebook
94487,65,M,Brasil,57160-000,Email
99528,55,M,Brasil,57160-000,Email
84021,68,F,Brasil,57160-000,Search
4927,21,M,Brasil,57160-000,Search
28236,31,F,Brasil,57160-000,Search
22426,36,M,Brasil,57160-000,Search
7689,53,F,Brasil,57160-000,Organic
98985,33,M,Brasil,57160-000,Search
52968,58,F,Brasil,57100-000,Organic
55089,41,F,Brasil,57100-000,Search
91490,17,F,Brasil,57100-000,Search
50168,23,F,Brasil,57100-000,Search
13650,62,F,Brasil,57100-000,Search
77920,67,M,Brasil,57100-000,Search
10797,14,F,Brasil,57100-000,Search
34234,18,M,Brasil,57100-000,Search
10908,54,M,Brasil,57100-000,Search
89894,19,F,Brasil,57100-000,Search
29211,53,F,Brasil,57100-000,Search
15870,56,F,Brasil,57100-000,Search
94456,68,M,Brasil,57100-000,Search
72960,64,M,Brasil,57100-000,Facebook
61336,35,F,Brasil,57100-000,Search
42988,45,F,Brasil,57100-000,Search
58533,53,M,Brasil,57100-000,Email
8271,22,M,Brasil,57100-000,Search
72212,39,F,Brasil,57100-000,Search
97384,60,F,Brasil,57100-000,Search
80196,56,M,Brasil,57100-000,Search
1501,23,M,Brasil,57100-000,Search
65150,30,M,Brasil,57071,Organic
16499,57,F,Brasil,57071,Email
37485,29,F,Brasil,57071,Search
69924,19,M,Brasil,57071,Search
36087,24,F,Brasil,57071,Search
9418,57,F,Brasil,57071,Search
32080,38,M,Brasil,57071,Search
64363,51,M,Brasil,57071,Search
82521,52,F,Brasil,57018,Organic
73582,27,M,Brasil,57018,Search
41977,63,F,Brasil,57018,Search
30787,49,M,Brasil,57018,Organic
26624,63,F,Brasil,57920-000,Search
76943,40,M,Brasil,57920-000,Search
24818,51,M,Brasil,57920-000,Search
55742,43,F,Brasil,57920-000,Search
86752,65,M,Brasil,57920-000,Search
59889,38,F,Brasil,57920-000,Email
55456,18,F,Brasil,57920-000,Search
77979,35,M,Brasil,57920-000,Search
91720,19,F,Brasil,57920-000,Email
5785,34,F,Brasil,57920-000,Organic
38160,32,M,Brasil,57920-000,Search
91178,47,F,Brasil,57920-000,Search
92591,34,F,Brasil,57920-000,Organic
13817,18,M,Brasil,57920-000,Search
69606,41,M,Brasil,57920-000,Display
21715,30,M,United States,99515,Facebook
48252,33,M,United States,99654,Search
5063,34,M,United States,99654,Search
71123,59,F,United States,99654,Facebook
44823,49,F,United States,99654,Organic
83962,41,F,United States,99654,Search
95363,41,M,United States,99654,Search
33586,15,M,United States,99654,Email
9791,33,M,United States,99654,Search
8343,44,F,United States,99654,Facebook
8286,62,M,United States,99654,Search
42865,39,F,United States,99654,Search
72686,69,M,United States,99654,Search
25992,12,F,United States,99508,Search
20003,53,M,United States,99508,Display
27711,56,M,United States,99508,Facebook
48831,38,F,United States,99507,Search
36253,58,F,United States,99507,Search
99117,42,M,United States,99507,Search
60412,60,F,United States,99507,Search
53796,47,F,United States,99507,Search
53482,65,F,United States,99507,Organic
2254,41,M,United States,99507,Search
564,63,M,United States,99507,Search
42253,21,F,United States,99507,Search
83888,28,F,United States,99507,Facebook
23148,69,F,United States,99504,Organic
58407,40,M,United States,99504,Search
2674,12,F,United States,99645,Search
3553,69,F,United States,99645,Email
45618,33,M,United States,99645,Search
7439,18,F,United States,99645,Search
13257,25,M,United States,99577,Organic
84235,57,M,United States,99577,Search
93019,28,F,United States,99577,Search
91591,37,F,United States,99577,Search
72280,56,F,United States,99577,Search
83972,15,M,United States,99709,Search
54565,61,M,United States,99709,Display
69660,33,F,United States,99709,Search
92315,28,F,United States,99709,Search
58185,48,M,United States,99705,Search
85851,61,F,United States,99705,Search
99323,69,F,United States,99705,Display
26393,45,M,United States,99801,Search
51954,55,F,United States,99801,Search
23062,46,F,Brasil,68924-000,Search
58751,51,F,Brasil,68924-000,Organic
21524,67,M,Brasil,68924-000,Search
23601,41,M,Brasil,68924-000,Search
24096,65,F,Brasil,68924-000,Email
84494,41,F,Brasil,68924-000,Email
33490,58,M,Brasil,68924-000,Display
40928,14,F,Brasil,68924-000,Search
56299,64,F,Brasil,68924-000,Search
32584,42,F,Brasil,68924-000,Organic
12542,62,M,Brasil,68924-000,Search
37796,46,M,Brasil,68924-000,Facebook
60488,50,M,Brasil,68924-000,Email
21446,60,M,Brasil,68925-000,Search
3892,31,M,Brasil,68925-000,Search
81860,34,M,Brasil,68925-000,Organic
90136,26,M,Brasil,68925-000,Search
6112,36,F,Brasil,68925-000,Organic
53966,33,M,Brasil,68925-000,Display
9939,16,F,Brasil,68925-000,Search
70131,70,M,Brasil,68925-000,Search
45860,32,F,Brasil,68925-000,Search
91789,12,F,Brasil,68925-000,Organic
20665,13,F,Brasil,68925-000,Search
5166,30,M,Brasil,68925-000,Search
68352,37,M,Brasil,68925-000,Search
80524,45,F,Brasil,68925-000,Search
21162,28,F,Brasil,68925-000,Facebook
27648,61,F,Brasil,68925-000,Display
55395,52,F,Brasil,68925-000,Organic
19072,70,M,Brasil,68925-000,Search
93176,42,F,Brasil,68925-000,Display
99846,46,M,Brasil,68925-000,Organic
97268,37,F,Brasil,68925-000,Search
64317,42,F,Brasil,68925-000,Search
11736,61,F,Brasil,68925-000,Search
60717,20,F,Brasil,68925-000,Search
25932,63,F,Brasil,68925-000,Organic
26090,38,M,Brasil,68925-000,Organic
74694,43,F,Brasil,68925-000,Search
32536,50,M,Brasil,68925-000,Search
85616,27,F,Brasil,68925-000,Organic
50227,25,M,Brasil,68925-000,Search
54157,16,M,Brasil,68925-000,Search
50568,55,F,Brasil,68925-000,Facebook
46081,67,F,Brasil,68925-000,Search
77751,32,M,Brasil,68925-000,Search
89914,31,F,Brasil,68925-000,Search
19605,29,M,Brasil,68925-000,Organic
76739,29,F,Brasil,68925-000,Facebook
92488,41,F,Brasil,68903,Search
55566,31,M,Brasil,68903,Facebook
27097,49,M,Brasil,68903,Search
94548,24,F,Brasil,68903,Search
62946,39,F,Brasil,68903,Search
97026,41,F,Brasil,68903,Search
18931,28,M,Brasil,68903,Search
78070,15,M,Brasil,68903,Search
89520,15,F,Brasil,68903,Email
31248,30,M,Brasil,68903,Search
75665,50,M,Brasil,68903,Search
82254,68,F,Brasil,68903,Organic
87296,66,F,Brasil,68903,Search
94106,21,F,Brasil,68904,Email
55082,43,M,Brasil,68904,Search
77891,14,F,Brasil,68904,Search
92104,60,F,Brasil,68904,Search
22387,65,F,Brasil,68904,Search
35339,36,M,Brasil,68904,Search
87917,22,F,Brasil,68904,Search
3547,12,F,Brasil,68904,Search
57384,67,M,Brasil,68904,Search
18537,46,F,Brasil,68900,Search
4570,44,M,Brasil,68900,Search
81745,29,F,Brasil,68900,Display
92853,22,F,Brasil,68900,Search
29059,22,M,Brasil,68900,Display
86442,20,F,Brasil,68900,Search
93650,56,M,Brasil,68900,Search
7827,47,M,Brasil,68900,Organic
68192,50,F,Brasil,68900,Search
59563,15,M,Brasil,68905,Search
83957,37,M,Brasil,68905,Search
43984,24,M,Brasil,68905,Search
91347,70,F,Brasil,68905,Organic
64665,37,M,Brasil,68905,Facebook
96782,41,F,Brasil,68905,Search
68611,68,F,Brasil,68902,Search
17154,24,M,Brasil,68902,Organic
15521,46,M,Brasil,68902,Organic
26998,12,F,Brasil,68902,Search
94478,46,M,Brasil,68902,Search
42719,26,M,Brasil,68902,Search
82547,14,F,Brasil,68902,Search
70434,33,F,Brasil,68902,Search
46183,54,F,Brasil,68902,Organic
64072,38,F,Brasil,68902,Search
15911,64,F,Brasil,68908,Search
39801,40,F,Brasil,68908,Search
93008,44,F,Brasil,68908,Search
1239,12,F,Brasil,68908,Search
30605,62,M,Brasil,68908,Search
29119,38,F,Brasil,68908,Organic
28406,47,F,Brasil,68908,Search
27324,70,M,Brasil,68908,Facebook
15733,55,M,Brasil,68908,Display
2170,17,F,Brasil,68908,Organic
60589,63,M,Brasil,68908,Search
59828,24,F,Brasil,68908,Search
19104,28,F,Brasil,68907,Search
93150,16,F,Brasil,68907,Organic
60369,29,F,Brasil,68907,Search
57676,70,F,Brasil,68907,Organic
68869,52,F,Brasil,68907,Search
69889,27,M,Brasil,68907,Search
97573,51,M,Brasil,68907,Search
43765,21,F,Brasil,68907,Search
52491,50,F,Brasil,68907,Search
91313,41,M,Brasil,68907,Organic
98437,51,M,Brasil,68907,Search
58352,41,F,Brasil,68907,Search
24250,60,M,Brasil,68907,Organic
87058,48,F,Brasil,68907,Organic
23953,19,M,Brasil,68907,Search
37768,25,M,Brasil,69895-000,Search
43875,30,M,Brasil,69895-000,Search
88503,46,F,Brasil,69895-000,Search
69120,63,F,Brasil,69895-000,Organic
84016,27,F,Brasil,69895-000,Organic
79776,33,F,Brasil,69895-000,Search
71582,39,F,Brasil,69895-000,Search
32305,21,F,Brasil,69630-000,Organic
37487,22,M,Brasil,69630-000,Display
72838,45,M,Brasil,69630-000,Search
62796,28,F,Brasil,69630-000,Organic
22078,55,M,Brasil,69630-000,Display
77325,31,M,Brasil,69630-000,Search
77779,37,M,Brasil,69880-000,Organic
56518,14,F,Brasil,69880-000,Search
30351,51,M,Brasil,69880-000,Search
21009,25,F,Brasil,69880-000,Search
8222,29,F,Brasil,69880-000,Facebook
12456,25,F,Brasil,69880-000,Search
25239,44,M,Brasil,69880-000,Search
42312,23,M,Brasil,69880-000,Search
78602,40,F,Colombia,910008,Search
31897,34,F,Colombia,910008,Organic
1019,66,M,Colombia,910008,Search
40694,56,F,Colombia,910008,Search
40301,33,F,Colombia,910008,Organic
42082,19,M,Colombia,910008,Search
55213,12,M,Colombia,910008,Search
55026,15,M,Colombia,910008,Search
22902,49,M,Colombia,910008,Search
34211,65,F,Brasil,69640-000,Search
10421,29,M,Brasil,69640-000,Search
43190,44,F,Brasil,69640-000,Facebook
172,70,M,Brasil,69640-000,Search
74418,68,F,Brasil,69640-000,Search
17005,52,F,Brasil,69640-000,Search
79667,25,M,Brasil,69640-000,Search
82230,31,F,Brasil,69640-000,Search
17618,30,M,Brasil,69640-000,Organic
54113,47,F,Brasil,69640-000,Search
60744,55,F,Brasil,69640-000,Email
46966,50,M,Brasil,69640-000,Organic
6847,32,M,Brasil,69640-000,Search
88023,50,M,Brasil,69640-000,Search
98010,35,F,Brasil,69640-000,Organic
11370,43,F,Brasil,69640-000,Search
65540,38,F,Brasil,69640-000,Search
88752,62,F,Brasil,69640-000,Search
25998,55,F,Brasil,69600-000,Search
3790,51,M,Brasil,69600-000,Search
45489,69,F,Brasil,69600-000,Organic
29287,47,M,Brasil,69600-000,Search
83933,35,M,Brasil,69600-000,Search
35745,44,F,Brasil,69600-000,Search
5869,41,F,Brasil,69750-000,Search
56446,12,F,Brasil,69750-000,Search
79006,54,F,Brasil,69750-000,Organic
26863,62,F,Brasil,69750-000,Search
78555,60,F,Brasil,69750-000,Search
54590,27,M,Brasil,69750-000,Search
51208,31,F,Brasil,69750-000,Search
12021,52,F,Brasil,69750-000,Email
92541,26,M,Brasil,69750-000,Organic
84745,33,F,Brasil,69750-000,Email
33153,44,F,Brasil,69830-000,Search
16612,50,F,Brasil,69830-000,Organic
7323,25,M,Brasil,69830-000,Search
80368,68,M,Brasil,69830-000,Search
82066,35,M,Brasil,69830-000,Organic
86131,55,F,Brasil,69830-000,Search
98126,36,M,Brasil,69830-000,Search
18758,31,F,Brasil,69830-000,Facebook
85139,52,F,Brasil,69830-000,Search
16307,28,F,Brasil,69830-000,Search
70807,50,M,Brasil,69830-000,Search
41543,39,M,Brasil,69830-000,Search
72162,42,F,Brasil,69830-000,Search
38290,69,M,Brasil,69830-000,Search
9642,22,F,Brasil,69470-000,Search
39045,60,M,Brasil,69470-000,Facebook
11679,53,M,Brasil,69470-000,Search
17762,36,M,Brasil,69470-000,Search
89083,69,M,Brasil,69470-000,Facebook
62046,31,F,Brasil,69470-000,Search
70844,24,F,Brasil,69470-000,Organic
54004,52,M,Brasil,69470-000,Search
67568,69,M,Brasil,69460-000,Search
96936,52,F,Brasil,69460-000,Search
13746,33,M,Brasil,69460-000,Search
5164,30,M,Brasil,69460-000,Search
38959,12,M,Brasil,69460-000,Search
17964,52,M,Brasil,69460-000,Search
94326,69,M,Brasil,69460-000,Display
25328,46,M,Brasil,69460-000,Search
91086,29,F,Brasil,69460-000,Search
22979,32,M,Brasil,69460-000,Search
34913,12,M,Brasil,69460-000,Email
94675,33,F,Brasil,69460-000,Search
8580,39,F,Brasil,69460-000,Search
89425,23,F,Brasil,69460-000,Search
29015,41,F,Brasil,69460-000,Search
63772,70,F,Brasil,69460-000,Search
81724,59,M,Brasil,69460-000,Search
62843,43,F,Brasil,69460-000,Facebook
85020,12,M,Brasil,69460-000,Search
62575,54,M,Brasil,69460-000,Organic
34876,60,F,Brasil,69460-000,Search
36370,39,M,Brasil,69460-000,Search
93911,19,F,Brasil,69460-000,Search
47482,23,M,Brasil,69460-000,Search
60156,70,F,Brasil,69460-000,Search
23500,65,M,Brasil,69800-000,Facebook
71762,43,M,Brasil,69800-000,Search
34651,16,M,Brasil,69800-000,Organic
73425,17,F,Brasil,69800-000,Search
81994,31,F,Brasil,69800-000,Search
1435,52,F,Brasil,69800-000,Search
19561,56,M,Brasil,69800-000,Search
